TEXT,INTEGER,TEXT,NUMERIC(5|2),INTEGER,INTEGER,INTEGER,INTEGER,TEXT
department,course_number,course_title,semester_hours,fall,spring,summer,winter,equivalent_with
EDNS,291,DESIGN UNLEASHED, 3.0,1,0,0,0,
EDNS,292,DESIGN FOR A GLOBALIZED WORLD, 3.0,1,0,0,0,
EDNS,298,SPECIAL TOPICS,,1,1,0,0,
EDNS,299,INDEPENDENT STUDY,,1,1,0,0,
EDNS,301,HUMAN-CENTERED PROBLEM DEFINITION, 3.0,1,1,0,0,
EDNS,315,ENGINEERING FOR SOCIAL AND ENVIRONMENTAL RESPONSIBILITY, 3.0,1,1,0,0,
EDNS,375,ENGINEERING CULTURES, 3.0,,,,,LAIS375
EDNS,391,DESIGN & MODELING OF INTEGRATED SYSTEMS, 3.0,1,0,0,0,
EDNS,392,SYNTHESIZE DESIGN IDENTITY, 3.0,1,0,0,0,
EDNS,398,SPECIAL TOPICS,,1,1,0,0,
EDNS,399,INDEPENDENT STUDY,,1,1,0,0,
EDNS,401,PROJECTS FOR PEOPLE, 3.0,1,1,0,0,
EDNS,430,CORPORATE SOCIAL RESPONSIBILITY, 3.0,,,,,LAIS430
EDNS,475,ENGINEERING CULTURES IN THE DEVELOPING WORLD, 3.0,,,,,LAIS475
EDNS,477,ENGINEERING AND SUSTAINABLE COMMUNITY DEVELOPMENT, 3.0,1,1,0,0,
EDNS,478,ENGINEERING AND SOCIAL JUSTICE, 3.0,,,,,LAIS478
EDNS,479,COMMUNITY-BASED RESEARCH, 3.0,,,,,
EDNS,480,ANTHROPOLOGY OF DEVELOPMENT, 3.0,,,,,LAIS480
EDNS,491,SENIOR DESIGN I, 3.0,,,,,EGGN491
EDNS,492,SENIOR DESIGN II, 3.0,1,1,0,0,
EDNS,498,SPECIAL TOPICS, 6.0,1,1,0,0,
EDNS,499,INDEPENDENT STUDY,,1,1,0,0,
EENG,198,SPECIAL TOPICS,,1,1,0,0,
EENG,199,INDEPENDENT STUDY,,1,1,0,0,
EENG,281,"INTRODUCTION TO ELECTRICAL CIRCUITS, ELECTRONICS AND POWER", 3.0,,,,,
EENG,282,ELECTRICAL CIRCUITS, 4.0,1,1,0,0,
EENG,284,DIGITAL LOGIC, 4.0,,,,,
EENG,298,SPECIAL TOPICS IN ELECTRICAL ENGINEERING,,1,1,0,0,
EENG,299,INDEPENDENT STUDY,,1,1,0,0,
EENG,299,INDEPENDENT STUDY,,1,1,0,0,
EENG,307,INTRODUCTION TO FEEDBACK CONTROL SYSTEMS, 3.0,,,,,
EENG,310,INFORMATION SYSTEMS SCIENCE I, 4.0,,,,,EENG388
EENG,311,INFORMATION SYSTEMS SCIENCE II, 3.0,1,1,0,0,
EENG,340,COOPERATIVE EDUCATION, 3.0,1,1,1,0,
EENG,350,SYSTEMS EXPLORATION AND ENGINEERING DESIGN LAB, 2.0,1,1,0,0,
EENG,383,MICROCOMPUTER ARCHITECTURE AND INTERFACING, 4.0,1,1,0,0,
EENG,385,ELECTRONIC DEVICES AND CIRCUITS, 4.0,1,1,0,0,
EENG,386,FUNDAMENTALS OF ENGINEERING ELECTROMAGNETICS, 3.0,1,1,0,0,
EENG,389,FUNDAMENTALS OF ELECTRIC MACHINERY, 4.0,1,1,0,0,
EENG,390,"ENERGY, ELECTRICITY, RENEWABLE ENERGY, AND ELECTRIC POWER GRID", 3.0,1,0,0,0,
EENG,391,FE ON ENERGY SYSTEMS AND POWER ELECTRONICS, 1.0,,,,,
EENG,392,FE ON INFORMATION AND SYSTEMS SCIENCES, 1.0,1,0,0,0,
EENG,393,FE ON INTEGRATED CIRCUITS AND ELECTRONICS PRACTICUM, 1.0,1,0,0,0,
EENG,394,FE ON ANTENNAS AND WIRELESS COMMUNICATIONS, 1.0,1,0,0,0,
EENG,395,UNDERGRADUATE RESEARCH,,1,1,0,0,
EENG,398,SPECIAL TOPICS IN ELECTRICAL ENGINEERING, 6.0,1,1,0,0,
EENG,399,INDEPENDENT STUDY,,1,1,0,0,
EENG,411,DIGITAL SIGNAL PROCESSING, 3.0,1,0,0,0,
EENG,413,ANALOG AND DIGITAL COMMUNICATION SYSTEMS, 4.0,1,0,0,0,
EENG,415,DATA SCIENCE FOR ELECTRICAL ENGINEERING, 3.0,,,,,
EENG,417,MODERN CONTROL DESIGN, 3.0,1,0,0,0,
EENG,421,SEMICONDUCTOR DEVICE PHYSICS AND DESIGN, 3.0,1,0,0,0,
EENG,423,INTRODUCTION TO VLSI DESIGN, 3.0,1,0,0,0,
EENG,425,INTRODUCTION TO ANTENNAS, 3.0,1,0,0,0,
EENG,427,WIRELESS COMMUNICATIONS, 3.0,,,,,
EENG,428,COMPUTATIONAL ELECTROMAGNETICS, 3.0,1,0,0,0,
EENG,429,ACTIVE RF & MICROWAVE DEVICES, 3.0,1,0,0,0,
EENG,430,PASSIVE RF & MICROWAVE DEVICES, 3.0,1,0,0,0,
EENG,437,INTRODUCTION TO COMPUTER VISION, 3.0,1,0,0,0,
EENG,470,INTRODUCTION TO HIGH POWER ELECTRONICS, 3.0,1,0,0,0,
EENG,475,"INTERCONNECTION OF RENEWABLE ENERGY, INTEGRATED POWER ELECTRONICS, POWER SYSTEMS, AND POWER QUALITY", 3.0,1,0,0,0,
EENG,480,POWER SYSTEMS ANALYSIS, 3.0,1,0,0,0,
EENG,481,ANALYSIS AND DESIGN OF ADVANCED ENERGY SYSTEMS, 3.0,,,,,
EENG,486,ELECTROMAGNETIC FIELDS AND WAVES, 3.0,1,0,0,0,
EENG,489,COMPUTATIONAL METHODS IN ENERGY SYSTEMS AND POWER ELECTRONICS, 3.0,1,0,0,0,
EENG,495,UNDERGRADUATE RESEARCH,,1,1,0,0,
EENG,498,SPECIAL TOPICS IN ELECTRICAL ENGINEERING,,1,1,0,0,
EENG,499,INDEPENDENT STUDY,,1,1,0,0,
EENG,499,INDEPENDENT STUDY,,1,1,0,0,
GEGN,101,EARTH AND ENVIRONMENTAL SYSTEMS, 4.0,,,,,SYGN101
GEGN,198,SPECIAL TOPICS,,1,1,0,0,
GEGN,199,INDEPENDENT STUDY,,1,1,0,0,
GEGN,203,ENGINEERING TERRAIN ANALYSIS, 2.0,1,0,0,0,
GEGN,204,GEOLOGIC PRINCIPLES AND PROCESSES, 2.0,1,0,0,0,
GEGN,205,ADVANCED PHYSICAL GEOLOGY LABORATORY, 1.0,1,0,0,0,
GEGN,212,PETROLOGY FOR GEOLOGICAL ENGINEERS, 4.0,,,,,
GEGN,217,GEOLOGIC FIELD METHODS, 2.0,,,,,
GEGN,298,SPECIAL TOPICS,,1,1,0,0,
GEGN,299,INDEPENDENT STUDY IN ENGINEERING GEOLOGY OR ENGINEERING HYDROGEOLOGY,,1,1,0,0,
GEGN,307,PETROLOGY, 3.0,,,,,GEOL307
GEGN,316,FIELD GEOLOGY, 6.0,,,,,
GEGN,317,GEOLOGIC FIELD SKILLS, 1.0,,,,,
GEGN,330,GEOSCIENTISTS THERMODYNAMICS, 3.0,,,,,
GEGN,340,COOPERATIVE EDUCATION,,,,,,
GEGN,342,ENGINEERING GEOMORPHOLOGY, 3.0,1,0,0,0,
GEGN,351,GEOLOGICAL FLUID MECHANICS, 3.0,1,0,0,0,
GEGN,398,SEMINAR IN GEOLOGY OR GEOLOGICAL ENGINEERING,,1,1,0,0,
GEGN,399,INDEPENDENT STUDY IN ENGINEERING GEOLOGY OR ENGINEERING HYDROGEOLOGY,,1,1,0,0,
GEGN,401,MINERAL DEPOSITS, 4.0,,,,,
GEGN,403,MINERAL EXPLORATION DESIGN, 3.0,1,0,0,0,
GEGN,404,ORE MICROSCOPY, 3.0,1,0,0,0,
GEGN,432,GEOLOGICAL DATA MANAGEMENT, 3.0,,,,,
GEGN,438,PETROLEUM GEOLOGY, 4.0,1,0,0,0,
GEGN,439,PETROLEUM EXPLORATION DESIGN, 3.0,,,,,PEGN439
GEGN,466,GROUNDWATER ENGINEERING, 3.0,1,0,0,0,
GEGN,467,GROUNDWATER ENGINEERING, 4.0,1,0,0,0,
GEGN,468,ENGINEERING GEOLOGY AND GEOTECHNICS, 4.0,1,0,0,0,
GEGN,469,ENGINEERING GEOLOGY DESIGN, 3.0,1,0,0,0,
GEGN,470,GROUND-WATER ENGINEERING DESIGN, 3.0,1,0,0,0,
GEGN,473,GEOLOGICAL ENGINEERING SITE INVESTIGATION, 3.0,,,,,
GEGN,475,APPLICATIONS OF GEOGRAPHIC INFORMATION SYSTEMS, 3.0,1,0,0,0,
GEGN,481,ANALYTICAL HYDROLOGY, 3.0,,,,,GEGN581
GEGN,483,MATHEMATICAL MODELING OF GROUNDWATER SYSTEMS, 3.0,1,0,0,0,
GEGN,498,SEMINAR IN GEOLOGY OR GEOLOGICAL ENGINEERING,,1,1,0,0,
GEGN,499,INDEPENDENT STUDY IN ENGINEERING GEOLOGY OR ENGINEERING HYDROGEOLOGY,,1,1,0,0,
GPGN,101,INTRODUCTION TO GEOPHYSICS: GEOPHYSICS AND SOCIETY, 3.0,1,0,0,0,
GPGN,198,SPECIAL TOPICS,,1,1,0,0,
GPGN,199,INDEPENDENT STUDY,,1,1,0,0,
GPGN,228,INTRODUCTION TO ROCK PHYSICS, 3.0,1,0,0,0,
GPGN,229,MATHEMATICAL GEOPHYSICS, 3.0,1,0,0,0,
GPGN,268,GEOPHYSICAL DATA ANALYSIS, 3.0,,,,,EPIC268
GPGN,298,SPECIAL TOPICS,,1,1,0,0,
GPGN,299,INDEPENDENT STUDY,,1,1,0,0,
GPGN,318,APPLIED GEOPHYSICS I, 3.0,,,,,
GPGN,319,APPLIED GEOPHYSICS II, 3.0,,,,,
GPGN,328,PHYSICS OF THE EARTH - I, 3.0,1,0,0,0,
GPGN,329,PHYSICS OF THE EARTH - II, 3.0,1,0,0,0,
GPGN,340,COOPERATIVE EDUCATION,,,,,,
GPGN,350,SCIENCE AND COMMUNICATION SKILLS, 3.0,1,0,0,0,
GPGN,398,SPECIAL TOPICS,,1,1,0,0,
GPGN,399,INDEPENDENT STUDY,,1,1,0,0,
GPGN,404,DIGITAL SIGNAL PROCESSING, 3.0,1,0,0,0,
GPGN,409,INVERSION, 3.0,1,0,0,0,
GPGN,411,GRAVITY AND MAGNETIC METHODS, 3.0,,,,,GPGN414
GPGN,419,INTRODUCTION TO FORMATION EVALUATION AND WELL LOGGING, 3.0,1,1,0,0,
GPGN,420,ELECTRICAL AND ELECTROMAGNETIC METHODS, 3.0,,,,,GPGN422
GPGN,435,GEOPHYSICAL COMPUTING, 3.0,1,0,0,0,
GPGN,436,GEOPHYSICAL COMPUTING, 3.0,,,,,GPGN435
GPGN,438,GEOPHYSICS PROJECT DESIGN, 3.0,1,0,0,0,
GPGN,455,EARTHQUAKE SEISMOLOGY, 3.0,,,,,GPGN555
GPGN,458,SEISMIC INTERPRETATION, 3.0,1,0,0,0,
GPGN,461,SEISMIC DATA PROCESSING, 4.0,,,,,GPGN452
GPGN,470,APPLICATIONS OF SATELLITE REMOTE SENSING, 3.0,1,0,0,0,
GPGN,471,GEODYNAMICS AND GEOLOGY, 2.0,1,0,0,0,
GPGN,474,HYDROGEOPHYSICS, 3.0,1,0,0,0,
GPGN,486,GEOPHYSICS FIELD CAMP, 4.0,0,0,1,0,
GPGN,498,SPECIAL TOPICS IN GEOPHYSICS,,1,1,0,0,
GPGN,498,SPECIAL TOPICS IN GEOPHYSICS,,1,1,0,0,
GPGN,498,SPECIAL TOPICS IN GEOPHYSICS,,1,1,0,0,
GPGN,499,GEOPHYSICAL INVESTIGATION,,1,1,0,0,
HASS,100,NATURE AND HUMAN VALUES, 4.0,,,,,CSM191&CSM192&HNRS105&HNRS115&HNRS198A&LAIS100
HASS,101,ACADEMIC ENGLISH PROFICIENCY, 3.0,,,,,
HASS,198,SPECIAL TOPICS,,1,1,0,0,
HASS,199,INDEPENDENT STUDY,,1,1,0,0,
HASS,200,GLOBAL STUDIES, 3.0,,,,,LAIS200&SYGN200
HASS,201,WORKSHOP FOUNDATIONS: THE ART AND CRAFT OF CREATIVE WRITING, 3.0,,,,,LAIS201
HASS,202,TECHNICAL COMMUNICATION, 3.0,1,0,0,0,
HASS,220,INTRODUCTION TO PHILOSOPHY, 3.0,,,,,LAIS220
HASS,221,INTRODUCTION TO RELIGIONS, 3.0,,,,,LAIS221
HASS,226,BEGINNING CLASS PIANO AND FUNDAMENTALS OF MUSIC, 3.0,,,,,LAIS226
HASS,227,BEGINNING ORCHESTRAL STRINGS AND FUNDAMENTALS OF MUSIC, 3.0,,,,,
HASS,286,GLOBAL POLITICS & SOCIETY, 3.0,,,,,LAIS286
HASS,298,SPECIAL TOPICS,,1,1,0,0,
HASS,298,SPECIAL TOPICS, 6.0,,,,,LAIS298B
HASS,298,SPECIAL TOPICS, 6.0,,,,,LAIS298C
HASS,299,INDEPENDENT STUDY,,1,1,0,0,
HASS,299,INDEPENDENT STUDY,,,,,,LAIS299B
HASS,299,INDEPENDENT STUDY,,,,,,LAIS299C
HASS,299,INDEPENDENT STUDY,,,,,,LAIS299D
HASS,300,CREATIVE WRITING: FICTION, 3.0,,,,,LAIS300
HASS,301,INTERMEDIATE POETRY WRITING WORKSHOP, 3.0,,,,,LAIS301
HASS,302,INTERMEDIATE SHORT FICTION WRITING WORKSHOP, 3.0,,,,,
HASS,303,FOUNDATIONS: THE ART AND CRAFT OF THE CREATIVE WRITING WORKSHOP, 3.0,,,,,
HASS,305,AMERICAN LITERATURE: COLONIAL PERIOD TO THE PRESENT, 3.0,,,,,LAIS305
HASS,307,EXPLORATIONS IN COMPARATIVE LITERATURE, 3.0,,,,,LAIS307
HASS,309,LITERATURE AND SOCIETY, 3.0,,,,,LAIS309
HASS,315,MUSICAL TRADITIONS OF THE WESTERN WORLD, 3.0,,,,,LAIS315
HASS,316,JAZZ AND AMERICAN POPULAR MUSIC, 3.0,,,,,
HASS,317,"ACTING, LOCUTION & PUBLIC PERFORMANCE", 3.0,,,,,
HASS,318,"THEATER TECHNOLOGY, PRODUCTION & PERFORMANCE", 3.0,,,,,
HASS,319,"INTRODUCTION TO VOICE, MOVEMENT AND IMPROVISATION IN PERFORMANCE AND PRESENTATION", 3.0,,,,,
HASS,320,ETHICS, 3.0,,,,,LAIS320
HASS,323,INTRODUCTION TO SCIENCE COMMUNICATION, 3.0,,,,,LAIS323
HASS,324,AUDIO/ACOUSTICAL ENGINEERING AND SCIENCE, 3.0,,,,,LAIS324
HASS,325,CULTURAL ANTHROPOLOGY, 3.0,,,,,LAIS325
HASS,326,MUSIC THEORY, 3.0,,,,,LAIS326
HASS,327,MUSIC TECHNOLOGY, 3.0,,,,,LAIS327
HASS,328,BASIC MUSIC COMPOSITION AND ARRANGING, 1.0,,,,,LAIS328
HASS,330,MUSIC TECHNOLOGY CAPSTONE, 3.0,,,,,LAIS330
HASS,339,MIDDLE EAST: POLITICS & SOCIETY, 3.0,,,,,LAIS339
HASS,344,INTERNATIONAL RELATIONS, 3.0,,,,,LAIS344
HASS,360,"RESEARCH, VALUES, AND COMMUNICATION", 3.0,,,,,
HASS,365,HISTORY OF WAR, 3.0,,,,,LAIS365
HASS,366,DIVIDED STATES OF AMERICA, 3.0,,,,,
HASS,370,HISTORY OF SCIENCE, 3.0,,,,,LAIS370
HASS,372,HISTORY OF MEDICINE, 3.0,,,,,
HASS,376,COMMUNITY ENGAGEMENT THROUGH SERVICE LEARNING, 3.0,,,,,LAIS376
HASS,398,SPECIAL TOPICS,,1,1,0,0,
HASS,398,SPECIAL TOPICS,,,,,,LAIS398B
HASS,398,SPECIAL TOPICS,,,,,,LAIS398C
HASS,398,SPECIAL TOPICS,,,,,,LAIS398D
HASS,399,INDEPENDENT STUDY,,1,1,0,0,
HASS,399,INDEPENDENT STUDY,,,,,,LAIS399B
HASS,399,INDEPENDENT STUDY,,,,,,LAIS399C
HASS,399,INDEPENDENT STUDY,,,,,,LAIS399D
HASS,399,INDEPENDENT STUDY,,,,,,LAIS399E
HASS,400,ADVANCED SHORT FICTION WRITING WORKSHOP, 3.0,1,0,0,0,
HASS,401,ADVANCED POETRY WRITING WORKSHOP, 3.0,,,,,LAIS401
HASS,404,"WOMEN, LITERATURE, AND SOCIETY", 3.0,,,,,LAIS404
HASS,406,THE LITERATURE OF WAR AND REMEMBRANCE, 3.0,,,,,LAIS406
HASS,407,SCIENCE IN LITERATURE, 3.0,,,,,LAIS407
HASS,408,CREATIVE NONFICTION WRITING: LIFE STORIES, 3.0,,,,,LAIS408
HASS,410,CRITICAL PERSPECTIVES ON 20TH CENTURY LITERATURE, 3.0,,,,,LAIS410
HASS,411,LITERATURES OF THE AFRICAN WORLD, 3.0,,,,,LAIS411
HASS,412,LITERATURE AND THE ENVIRONMENT, 3.0,,,,,LAIS412
HASS,413,ENVIRONMENTAL FILM, 3.0,,,,,
HASS,415,MASS MEDIA STUDIES, 3.0,,,,,LAIS415
HASS,416,FILM STUDIES, 3.0,,,,,LAIS416
HASS,418,NARRATING THE NATION, 3.0,,,,,LAIS418
HASS,419,ENVIRONMENTAL COMMUNICATION, 3.0,,,,,LAIS419
HASS,421,ENVIRONMENTAL PHILOSOPHY AND POLICY, 3.0,,,,,LAIS421
HASS,422,ART AND ENVIRONMENTALISM, 3.0,,,,,
HASS,423,ADVANCED SCIENCE COMMUNICATION, 3.0,,,,,LAIS423
HASS,425,INTERCULTURAL COMMUNICATION, 3.0,,,,,LAIS425
HASS,427,RISK COMMUNICATION, 3.0,,,,,
HASS,429,REAL WORLD RECORDING/RESEARCH, 3.0,,,,,LAIS429
HASS,431,"MORAL PSYCHOLOGY, RELIGION, AND AMERICAN SOCIETY", 3.0,,,,,LAIS431
HASS,432,ROBOT ETHICS, 3.0,1,0,0,0,
HASS,433,SHAKESPEARE AND THE SCIENTIFIC REVOLUTION, 3.0,,,,,LAIS433
HASS,435,LATIN AMERICAN DEVELOPMENT, 3.0,,,,,LAIS435
HASS,437,ASIAN DEVELOPMENT, 3.0,,,,,LAIS437
HASS,439,MIDDLE EAST DEVELOPMENT, 3.0,,,,,LAIS439
HASS,448,GLOBAL ENVIRONMENTAL ISSUES, 3.0,,,,,LAIS448
HASS,450,POLITICAL RISK ASSESSMENT, 3.0,,,,,LAIS450
HASS,460,GEOPOLITICS OF NATURAL RESOURCES, 3.0,,,,,LAIS460
HASS,463,HISTORY OF EPIDEMICS, 3.0,,,,,
HASS,464,HISTORY OF ENERGY AND THE ENVIRONMENT, 3.0,,,,,LAIS464
HASS,466,"SCIENCE, TECHNOLOGY, AND CONFUCIAN ETHICS", 3.0,,,,,
HASS,467,HISTORY OF EARTH AND ENVIRONMENTAL SCIENCES, 3.0,,,,,LAIS467
HASS,468,ENVIRONMENTAL JUSTICE, 3.0,,,,,
HASS,469,SCIENCE AND SPIRITUALITY, 3.0,,,,,
HASS,483,INTELLECTUAL PROPERTY FOR ENGINEERS AND ARTISTS, 3.0,,,,,
HASS,484,US WATER POLITICS AND POLICY, 3.0,1,0,0,0,
HASS,485,CONSTITUTIONAL LAW AND POLITICS, 3.0,,,,,LAIS485
HASS,486,SCIENCE AND TECHNOLOGY POLICY, 3.0,,,,,LAIS486
HASS,487,ENVIRONMENTAL POLITICS AND POLICY, 3.0,,,,,LAIS487
HASS,488,GLOBAL WATER POLITICS AND POLICY, 3.0,,,,,LAIS488
HASS,490,ENERGY AND SOCIETY, 3.0,,,,,ENGY490&LAIS490&MNGN490
HASS,491,ENERGY POLITICS, 3.0,,,,,
HASS,492,ENERGY AND SECURITY POLICY, 3.0,,,,,
HASS,498,SPECIAL TOPICS,,1,1,0,0,
HASS,498,SPECIAL TOPICS,,,,,,LAIS498B
HASS,498,SPECIAL TOPICS,,,,,,LAIS498C
HASS,498,SPECIAL TOPICS,,,,,,LAIS498D
HASS,498,SPECIAL TOPICS,,,,,,LAIS498E
HASS,498,SPECIAL TOPICS,,,,,,LAIS498F
HASS,498,SPECIAL TOPICS,,,,,,LAIS498G
HASS,498,SPECIAL TOPICS,,,,,,LAIS498H
HASS,499,INDEPENDENT STUDY,,1,1,0,0,
MEGN,200,INTRODUCTION TO MECHANICAL ENGINEERING: PROGRAMMING AND HARDWARE INTERFACE, 3.0,,,,,
MEGN,201,INTRODUCTION TO MECHANICAL ENGINEERING: DESIGN & FABRICATION, 3.0,,,,,
MEGN,212,INTRODUCTION TO SOLID MECHANICS, 3.0,,,,,MEGN312
MEGN,298,SPECIAL TOPICS,,1,1,0,0,
MEGN,299,INDEPENDENT STUDY,,1,1,0,0,
MEGN,300,INSTRUMENTATION & AUTOMATION, 3.0,,,,,
MEGN,301,MECHANICAL INTEGRATION & DESIGN, 2.0,,,,,
MEGN,315,DYNAMICS, 3.0,,,,,
MEGN,324,INTRODUCTION TO FINITE ELEMENT ANALYSIS, 3.0,,,,,MEGN424
MEGN,330,INTRODUCTION TO BIOMECHANICAL ENGINEERING, 3.0,,,,,
MEGN,340,COOPERATIVE EDUCATION, 3.0,1,1,1,0,
MEGN,351,FLUID MECHANICS, 3.0,,,,,
MEGN,361,THERMODYNAMICS I, 3.0,,,,,
MEGN,381,MANUFACTURING PROCESSES, 3.0,,,,,MEGN380
MEGN,391,AUTOMOTIVE DESIGN: SAE COLLEGIATE DESIGN SERIES (FORMULA SAE), 3.0,,,,,
MEGN,398,SPECIAL TOPICS IN MECHANICAL ENGINEERING,,1,1,0,0,
MEGN,399,INDEPENDENT STUDY,,1,1,0,0,
MEGN,408,INTRODUCTION TO SPACE EXPLORATION, 3.0,,,,,
MEGN,412,ADVANCED MECHANICS OF MATERIALS, 3.0,,,,,
MEGN,414,MECHANICS OF COMPOSITE MATERIALS, 3.0,,,,,
MEGN,416,ENGINEERING VIBRATION, 3.0,,,,,
MEGN,417,VEHICLE DYNAMICS & POWERTRAIN SYSTEMS, 3.0,,,,,
MEGN,430,MUSCULOSKELETAL BIOMECHANICS, 3.0,1,0,0,0,
MEGN,435,MODELING AND SIMULATION OF HUMAN MOVEMENT, 3.0,,,,,
MEGN,436,COMPUTATIONAL BIOMECHANICS, 3.0,,,,,
MEGN,441,INTRODUCTION TO ROBOTICS, 3.0,1,1,0,0,
MEGN,451,FLUID MECHANICS II - AERODYNAMICS, 3.0,,,,,
MEGN,453,AEROSPACE STRUCTURES, 3.0,,,,,
MEGN,461,THERMODYNAMICS II, 3.0,,,,,
MEGN,466,INTRODUCTION TO INTERNAL COMBUSTION ENGINES, 3.0,,,,,
MEGN,467,PRINCIPLES OF BUILDING SCIENCE, 3.0,,,,,
MEGN,469,FUEL CELL SCIENCE AND TECHNOLOGY, 3.0,,,,,CBEN469&MTGN469
MEGN,471,HEAT TRANSFER, 3.0,1,1,0,0,
MEGN,481,MACHINE DESIGN, 3.0,1,1,0,0,
MEGN,485,MANUFACTURING OPTIMIZATION WITH NETWORK MODELS, 3.0,,,,,EBGN456
MEGN,486,LINEAR OPTIMIZATION, 3.0,,,,,
MEGN,487,NONLINEAR OPTIMIZATION, 3.0,,,,,MEGN587
MEGN,488,INTEGER OPTIMIZATION, 3.0,,,,,MEGN588
MEGN,498,SPECIAL TOPICS IN MECHANICAL ENGINEERING,,1,1,0,0,
MEGN,499,INDEPENDENT STUDY,,,,,,
MTGN,198,SPECIAL TOPICS IN METALLURGICAL AND MATERIALS ENGINEERING,,,,,,
MTGN,199,INDEPENDENT STUDY,,,,,,
MTGN,202,ENGINEERED MATERIALS, 3.0,,,,,SYGN202
MTGN,211,STRUCTURE OF MATERIALS, 3.0,1,0,0,0,
MTGN,219,ART AND SCIENCE OF GLASSBLOWING, 2.0,,,,,
MTGN,251,METALLURGICAL AND MATERIALS THERMODYNAMICS, 3.0,1,0,0,0,
MTGN,272,MME FIELD SESSION, 3.0,0,0,1,0,
MTGN,281,INTRODUCTION TO PHASE EQUILIBRIA IN MATERIALS SYSTEMS, 2.0,,,,,
MTGN,298,SPECIAL TOPICS IN METALLURGICAL AND MATERIALS ENGINEERING, 3.0,,,,,
MTGN,298,SPECIAL TOPICS IN METALLURGICAL AND MATERIALS ENGINEERING, 3.0,,,,,
MTGN,299,INDEPENDENT STUDY,,,,,,
MTGN,300,FOUNDRY METALLURGY, 2.0,1,0,0,0,
MTGN,300,FOUNDRY METALLURGY LABORATORY, 1.0,,,,,MTGN302
MTGN,314,PROPERTIES AND PROCESSING OF CERAMICS, 2.0,1,0,0,0,
MTGN,314,PROPERTIES AND PROCESSING OF CERAMICS LABORATORY, 1.0,1,0,0,0,
MTGN,315,ELECTRICAL PROPERTIES AND APPLICATIONS OF MATERIALS, 3.0,,,,,
MTGN,333,INTRODUCTION TO BLADESMITHING, 3.0,,,,,
MTGN,334,CHEMICAL PROCESSING OF MATERIALS, 3.0,,,,,
MTGN,334,CHEMICAL PROCESSING OF MATERIALS LABORATORY, 1.0,1,0,0,0,
MTGN,340,COOPERATIVE EDUCATION,,,,,,
MTGN,348,MICROSTRUCTURAL DEVELOPMENT, 3.0,,,,,
MTGN,348,MICROSTRUCTURAL DEVELOPMENT LABORATORY, 1.0,1,0,0,0,
MTGN,350,STATISTICAL PROCESS CONTROL AND DESIGN OF EXPERIMENTS, 3.0,,,,,
MTGN,352,METALLURGICAL AND MATERIALS KINETICS, 3.0,,,,,
MTGN,398,SPECIAL TOPICS IN METALLURGICAL AND MATERIALS ENGINEERING,,,,,,
MTGN,399,INDEPENDENT STUDY,,,,,,
MTGN,403,SENIOR THESIS, 3.0,,,,,
MTGN,414,ADVANCED PROCESSING AND SINTERING OF CERAMICS, 3.0,1,0,0,0,
MTGN,415,ELECTRICAL PROPERTIES AND APPLICATIONS OF MATERIALS, 3.0,1,0,0,0,
MTGN,419,NON-CRYSTALLINE MATERIALS, 3.0,,,,,
MTGN,429,METALLURGICAL ENVIRONMENT, 3.0,1,0,0,0,
MTGN,430,PHYSICAL CHEMISTRY OF IRON AND STEELMAKING, 3.0,,,,,
MTGN,431,HYDRO- AND ELECTRO-METALLURGY, 3.0,,,,,
MTGN,432,PYROMETALLURGY, 3.0,1,0,0,0,
MTGN,442,ENGINEERING ALLOYS, 3.0,,,,,
MTGN,445,MECHANICAL PROPERTIES OF MATERIALS, 3.0,1,0,0,0,
MTGN,445,MECHANICAL PROPERTIES OF MATERIALS LABORATORY, 1.0,1,0,0,0,
MTGN,451,CORROSION ENGINEERING, 3.0,,,,,
MTGN,456,ELECTRON MICROSCOPY, 2.0,,,,,
MTGN,456,ELECTRON MICROSCOPY LABORATORY, 1.0,,,,,MTGN458
MTGN,461,TRANSPORT PHENOMENA AND REACTOR DESIGN FOR METALLURGICAL AND MATERIALS ENGINEERS, 3.0,1,0,0,0,
MTGN,462,SOLID WASTE MINIMIZATION AND RECYCLING, 3.0,1,0,0,0,
MTGN,464,FORGING AND FORMING, 2.0,,,,,
MTGN,464,FORGING AND FORMING LABORATORY, 1.0,1,0,0,0,
MTGN,465,MECHANICAL PROPERTIES OF CERAMICS, 3.0,,,,,
MTGN,467,"MATERIALS DESIGN: SYNTHESIS, CHARACTERIZATION AND SELECTION", 2.0,1,0,0,0,
MTGN,468,"MATERIALS DESIGN: SYNTHESIS, CHARACTERIZATION AND SELECTION", 2.0,1,0,0,0,
MTGN,469,FUEL CELL SCIENCE AND TECHNOLOGY, 3.0,,,,,
MTGN,472,BIOMATERIALS I, 3.0,1,0,0,0,
MTGN,473,COMPUTATIONAL MATERIALS, 3.0,1,0,0,0,
MTGN,475,METALLURGY OF WELDING, 2.0,,,,,
MTGN,475,METALLURGY OF WELDING LABORATORY, 1.0,,,,,MTGN477
MTGN,497,SUMMER PROGRAMS, 0.0,0,0,1,0,
MTGN,498,SPECIAL TOPICS IN METALLURGICAL AND MATERIALS ENGINEERING, 3.0,,,,,
MTGN,499,INDEPENDENT STUDY,,,,,,
